titre;categorie;lieux_extraits;date;url
Série de vols de motos à Mateur | Un réseau criminel démantelé;1;Gazala;20/03/2025;https://kapitalis.com/tunisie/2025/03/20/serie-de-vols-de-motos-a-mateur-un-reseau-criminel-demantele/
Féminicide à Tebourba | Mandat de dépôt contre l’époux de la victime;2;procureur de la République, Tebourba, Féminicide, Manouba, gouvernorat de la Manouba;19/03/2025;https://kapitalis.com/tunisie/2025/03/19/feminicide-a-tebourba-mandat-de-depot-contre-lepoux-de-la-victime/
Tunis | Le rappeur Samara visé par un nouveau mandat de dépôt, sa famille hors de cause;1;Tunis, Mosaïque FM, Samara;18/03/2025;https://kapitalis.com/tunisie/2025/03/18/tunis-le-rappeur-samara-vise-par-un-nouveau-mandat-de-depot-sa-famille-hors-de-cause/
Braquage d’une banque à Akouda | Le suspect arrêté, une partie du butin récupérée;3;Akouda|Banque|braquage|braqueur|Sousse|Tunisie, Sousse, Sousse Nord, Akouda, Sousse 2, paris;18/03/2025;https://kapitalis.com/tunisie/2025/03/18/braquage-dune-banque-a-akouda-le-suspect-arrete-une-partie-du-butin-recuperee/
Trafic de drogue en famille : Trois frères arrêtés à Moknine;1;gouvernorat de Monastir, Moknine;17/03/2025;https://kapitalis.com/tunisie/2025/03/17/trafic-de-drogue-en-famille-trois-freres-arretes-a-moknine/
Tunisie | Un couple arrêté au Kram pour trafic de drogue;1;Kram, Tunis, La Goulette, Tunisie, Kram Ouest, Carthage, Carthage Byrsa;15/03/2025;https://kapitalis.com/tunisie/2025/03/15/tunisie-un-couple-arrete-au-kram-pour-trafic-de-drogue/
Le rappeur Samara aurait entraîné sa sœur dans une affaire de drogue;1;Tunis, Tunisie, Jebabli|Menzel, Bizerte, Samara, Laouina, Emirats arabes unis;14/03/2025;https://kapitalis.com/tunisie/2025/03/14/le-rappeur-samara-aurait-entraine-sa-soeur-dans-une-affaire-drogue/
Un délinquant récidiviste objet de 44 avis de recherche arrêté à Sousse;1;Sousse, Sousse 1;13/03/2025;https://kapitalis.com/tunisie/2025/03/13/un-delinquant-recidiviste-objet-de-44-avis-de-recherche-arrete-a-sousse/
Trafic de drogue démantelé | Sept dealers arrêtés à Sousse et à Sfax;1;Sousse 2, Sousse, Sfax, Sfax 1;12/03/2025;https://kapitalis.com/tunisie/2025/03/12/trafic-de-drogue-demantele-sept-dealers-arretes-a-sousse-et-a-sfax/
Grand-Tunis | 5 arrestations et saisie de 76.000 comprimés de stupéfiants (Vidéo);1;El-Mrouj, Cité Ennasr, Ksar Saïd, El-Omrane Supérieur, Cité Ettadhamen|DGGN|drogue|Grand-Tunis|stupéfiants|trafic|Tunisie, Grand-Tunis, Cité Ettadhamen;10/03/2025;https://kapitalis.com/tunisie/2025/03/10/grand-tunis-5-arrestations-et-saisie-de-76-000-comprimes-de-stupefiants-video/
Bizerte | Une femme arrêtée avec 2 kg de cocaïne;1;Bizerte;10/03/2025;https://kapitalis.com/tunisie/2025/03/10/bizerte-une-femme-arretee-avec-2-kg-de-cocaine/
El-Amra | Arrestation d’un Subsaharien impliqué dans un trafic de drogue;1;El-Amra, Jebeniana, Sfax;08/03/2025;https://kapitalis.com/tunisie/2025/03/08/el-amra-arrestation-dun-subsaharien-implique-dans-un-trafic-de-drogue/
Trafic de drogue à Sousse | Une femme arrêtée, son époux en fuite;1;Sousse-Sud, Sousse;04/03/2025;https://kapitalis.com/tunisie/2025/03/04/trafic-de-drogue-a-sousse-une-femme-arretee-son-epoux-en-fuite/
Moknine | Un dealer recherché cachait la drogue chez… sa voisine âgée;1;Monastir, Moknine;03/03/2025;https://kapitalis.com/tunisie/2025/03/03/moknine-un-dealer-recherche-cachait-la-drogue-chez-sa-voisine-agee/
Arrestation du chauffeur de taxi qui a agressé un homme au Bardo;4;Khaznadar, Bardo;03/03/2025;https://kapitalis.com/tunisie/2025/03/03/arrestation-du-chauffeur-de-taxi-qui-a-agresse-un-homme-au-bardo/
Un voyageur arrêté avec 6,6 kg de cocaïne au poste frontalier de Dhehiba;1;Dhehiba, Tunisie;03/03/2025;https://kapitalis.com/tunisie/2025/03/03/un-voyageur-arrete-avec-66-kg-de-cocaine-au-poste-frontalier-de-dhehiba/
Sousse | De la cocaïne et 3000 comprimés de stupéfiant saisis chez des dealers;1;Sousse;01/03/2025;https://kapitalis.com/tunisie/2025/03/01/sousse-de-la-cocaine-et-3000-comprimes-de-stupefiant-saisis-chez-des-dealers/
Sousse | Un kilo de cocaïne saisi chez un dealer;1;Sousse;28/02/2025;https://kapitalis.com/tunisie/2025/02/28/sousse-un-kilo-de-cocaine-saisi-chez-un-dealer/
Opérations sécuritaires à Sousse et à Nabeul | 256 délinquants arrêtés;1;Sousse, Nabeul;27/02/2025;https://kapitalis.com/tunisie/2025/02/27/operations-securitaires-a-sousse-et-a-nabeul-256-delinquants-arretes/
Trafic de drogue | 3 kg de cannabis et 500 g de cocaïne saisis à Sousse;1;Sousse, gouvernorat de Sousse;27/02/2025;https://kapitalis.com/tunisie/2025/02/27/trafic-de-drogue-3-kg-de-cannabis-et-500-g-de-cocaine-saisis-a-sousse/
Un couple arrêté pour trafic de drogue à Hammam Sousse;1;Hammam Sousse, Sousse;26/02/2025;https://kapitalis.com/tunisie/2025/02/26/un-couple-arrete-pour-trafic-de-drogue-a-hammam-sousse/
Douane | Saisie de 96 kg de cannabis à l’aéroport de Tunis-Carthage;1;aéroport de Tunis-Carthage, Carthage|Tunisie;26/02/2025;https://kapitalis.com/tunisie/2025/02/26/douane-saisie-de-96-kg-de-cannabis-a-laeroport-de-tunis-carthage/
Trafic de drogue à La Marsa | Un délinquant arrêté;1;La Marsa, Marsa;24/02/2025;https://kapitalis.com/tunisie/2025/02/24/trafic-de-drogue-a-la-marsa-un-delinquant-arrete/
Opérations sécuritaires à Kairouan et dans le Grand-Tunis | 420 délinquants arrêtés (MI);1;département de l’Intérieur, Grand-Tunis, Kairouan;22/02/2025;https://kapitalis.com/tunisie/2025/02/22/operations-securitaires-a-kairouan-et-dans-le-grand-tunis-420-delinquants-arretes-mi/
Série de vols dans des voitures aux Jardins de Carthage | Un récidiviste arrêté;3;Jardins de Carthage;22/02/2025;https://kapitalis.com/tunisie/2025/02/22/serie-de-vols-dans-des-voitures-aux-jardins-de-carthage-un-recidiviste-arrete/
Trafic de drogue en milieu scolaire | Deux dealers arrêtés à Monastir;1;Monastir arrestation|dealer|drogue|Monastir|scolaire|trafic|Tunisie, Monastir;20/02/2025;https://kapitalis.com/tunisie/2025/02/20/trafic-de-drogue-en-milieu-scolaire-deux-dealers-arretes-a-monastir/
Série de cambriolages aux Berges du Lac | Le suspect principal arrêté;3;Tunis, Berges du Lac, Berges du Lac de Tunis, Berges, Ariana;18/02/2025;https://kapitalis.com/tunisie/2025/02/18/serie-de-cambriolages-aux-berges-du-lac-le-suspect-principal-arrete/
Trafic de drogue | Une femme, son fils et son amie arrêtés à Sousse;1;Sousse, Sousse Nord, Parquet de Sousse;17/02/2025;https://kapitalis.com/tunisie/2025/02/17/trafic-de-drogue-une-femme-son-fils-et-son-amie-arretes-a-sousse/
Trafic de drogue dans un collège à La Marsa | Un élève et son père arrêtés;1;Tunis, La Marsa, Marsa, Marsa|trafic|Tunisie;17/02/2025;https://kapitalis.com/tunisie/2025/02/17/trafic-de-drogue-dans-un-college-a-la-marsa-un-eleve-et-son-pere-arretes/
Saisie de 3000 comprimés de stupéfiant chez un dealer à Tunis;1;Tunis, Sidi Hassine;15/02/2025;https://kapitalis.com/tunisie/2025/02/15/saisie-de-3000-comprimes-de-stupefiant-chez-un-dealer-a-tunis/
Trafic de cocaïne : Démantèlement d’un réseau opérant entre la Tunisie et l’Europe (Vidéo);1;Bizerte, Manzel Abderrahmen, Tunisie, Europe;14/02/2025;https://kapitalis.com/tunisie/2025/02/14/trafic-de-cocaine-demantelement-dun-reseau-operant-entre-la-tunisie-et-leurope-video/
Meurtre à Kairouan : Le suspect principal arrêté;2;Mosaïque FM, Kairouan;13/02/2025;https://kapitalis.com/tunisie/2025/02/13/meurtre-a-kairouan-le-suspect-principal-arrete/
Trafic en famille : Deux frères arrêtés avec 1,5 kg de marijuana à Tunis;1;Tunis, Tunis Cité Intilaka|drogue|marijuana|trafic|Tunis|Tunisie, Intilaka;13/02/2025;https://kapitalis.com/tunisie/2025/02/13/trafic-en-famille-deux-freres-arretes-avec-15-kg-de-marijuana-a-tunis/
Près d’une tonne de corail, 1 kg d’or et des devises saisis à Bizerte;1;Bizerte;11/02/2025;https://kapitalis.com/tunisie/2025/02/11/pres-dune-tonne-de-corail-1-kg-dor-et-des-devises-saisis-a-bizerte/
Tunis-Carthage : Une voyageuse arrêtée avec plus de 6 kg de cocaïne;1;Tunis, Carthage, aéroport de Tunis-Carthage, Tunisie;07/02/2025;https://kapitalis.com/tunisie/2025/02/07/tunis-carthage-une-voyageuse-arretee-avec-plus-de-6-kg-de-cocaine/
Poste frontalier de Melloula : Saisie de 4500 comprimés d’ecstasy;1;Melloula, Algérie, Tabarka, Jendouba;07/02/2025;https://kapitalis.com/tunisie/2025/02/07/poste-frontalier-de-melloula-saisie-de-4500-comprimes-decstasy/
Séquestration sous la menace d’armes à la Marsa : Trois suspects arrêtés;3;Marsa, La Marsa;06/02/2025;https://kapitalis.com/tunisie/2025/02/06/sequestration-sous-la-menace-darmes-a-la-marsa-trois-suspects-arretes/
Tunisie : A propos du drame de Lamta, où un fils a tué sa mère !;2;Monastir, Lamta, Tunisie, Mahdia;04/02/2025;https://kapitalis.com/tunisie/2025/02/04/tunisie-a-propos-du-drame-de-lamta-ou-un-fils-a-tue-sa-mere/
Tunis : Le rappeur Samara reste sous le coup du mandat de dépôt;1;Tunis, Mosaïque FM, Samara;04/02/2025;https://kapitalis.com/tunisie/2025/02/04/tunis-le-rappeur-samara-reste-sous-le-coup-du-mandat-de-depot/
Trafic d’héroïne à Denden : Quatre dealers arrêtés;1;La Manouba, Grand-Tunis, Denden;03/02/2025;https://kapitalis.com/tunisie/2025/02/03/trafic-dheroine-a-denden-quatre-dealers-arretes/
Trafic de cocaïne : Un réseau opérant dans le Grand-Tunis démantelé;1;Aïn Zaghouan|cité Helal|cocaïne|El, Aïn Zaghouan, Grand-Tunis, Jebel Lahmar, El-Mourouj, Cité Helal;31/01/2025;https://kapitalis.com/tunisie/2025/01/31/trafic-de-cocaine-un-reseau-operant-dans-le-grand-tunis-demantele/
Trafic de drogue : Arrestation de 2 dealers opérant entre la Marsa et Gammarth;1;Tunis, Marsa, Gammarth;30/01/2025;https://kapitalis.com/tunisie/2025/01/30/trafic-de-drogue-arrestation-de-2-dealers-operant-entre-la-marsa-et-gammarth/
Monastir : Deux délinquants recherchés, arrêtés après un braquage;3;Monastir;29/01/2025;https://kapitalis.com/tunisie/2025/01/29/monastir-deux-delinquants-recherches-arretes-apres-un-braquage/
Tunis : Un célèbre rappeur, principal suspect dans un réseau de trafic de drogue (DGGN);1;Tunis, Laouina;29/01/2025;https://kapitalis.com/tunisie/2025/01/29/tunis-un-celebre-rappeur-principal-suspect-dans-un-reseau-de-trafic-de-drogue-dggn/
Trafic de drogue : Une femme membre d’un réseau international arrêtée à Msaken;1;international|Sousse|Tunisie, Sousse, Msaken;27/01/2025;https://kapitalis.com/tunisie/2025/01/27/trafic-de-drogue-une-femme-membre-dun-reseau-international-arretee-a-msaken/
Kairouan : Un nouveau suspect dans un meurtre commis il y a 24 ans;2;Sbikha, procureur de la République, Kairouan;27/01/2025;https://kapitalis.com/tunisie/2025/01/27/kairouan-un-nouveau-suspect-dans-un-meurtre-commis-il-y-a-24-ans/
Trafic de drogue aux alentours d’un lycée : Un dealer arrêté à Laouina;1;Laouina;21/01/2025;https://kapitalis.com/tunisie/2025/01/21/trafic-de-drogue-aux-alentours-dun-lycee-un-dealer-arrete-a-laouina/
Série de cambriolages à La Manouba : Le suspect principal arrêté;3;La Manouba, Tébourba;21/01/2025;https://kapitalis.com/tunisie/2025/01/21/serie-de-cambriolages-a-la-manouba-le-suspect-principal-arrete/
Moknine : Un dealer arrêté en possession de 2000 comprimés de stupéfiants;1;Moknine;20/01/2025;https://kapitalis.com/tunisie/2025/01/20/moknine-un-dealer-arrete-en-possession-de-2000-comprimes-de-stupefiants/
Une femme et son fils tués à Gafsa : L’époux placé en garde à vue;2;Chaabane Hajlaoui, Zannouch, Gafsa;20/01/2025;https://kapitalis.com/tunisie/2025/01/20/une-femme-et-son-fils-tues-a-gafsa-lepoux-place-en-garde-a-vue/
Trafic de cocaïne : Un réseau opérant entre Kairouan et Sousse démantelé;1;Sousse, Kairouan;17/01/2025;https://kapitalis.com/tunisie/2025/01/17/trafic-de-cocaine-un-reseau-operant-entre-kairouan-et-sousse-demantele/
Un commerçant revendait de la drogue dans son magasin à Gafsa;1;Métlaoui, Gafsa;15/01/2025;https://kapitalis.com/tunisie/2025/01/15/un-commercant-revendait-de-la-drogue-dans-son-magasin-a-gafsa/
Trafic de drogue : Un réseau démantelé à la cité Ettadhamen;1;Tunis, Ariana, Ettadhamen;14/01/2025;https://kapitalis.com/tunisie/2025/01/14/trafic-de-drogue-un-reseau-demantele-a-la-cite-ettadhamen/
Tunis : Un repris de justice arrêté pour tentative de meurtre;2;Tunis;11/01/2025;https://kapitalis.com/tunisie/2025/01/11/tunis-un-repris-de-justice-arrete-pour-tentative-de-meurtre/
Nabeul : Une femme et trois hommes arrêtés avec 30.000 comprimés de stupéfiant;1;trafic|Tunis|Tunisie, Grand-Tunis, Nabeul;10/01/2025;https://kapitalis.com/tunisie/2025/01/10/nabeul-une-femme-et-trois-hommes-arretes-avec-30-000-comprimes-de-stupefiant/
Tunisie : 21 suspects arrêtés, de l’or, des devises et 185 kg de cannabis saisis (Vidéo);1;Tunisie, Sousse, Kairouan, Mahdia, Grand-Tunis;10/01/2025;https://kapitalis.com/tunisie/2025/01/10/tunisie-21-suspects-arretes-de-lor-des-devises-et-185-kg-de-cannabis-saisis-video/
Drogue en milieu scolaire : Un réseau de trafic démantelé à la Marsa;1;Tunis, Marsa;09/01/2025;https://kapitalis.com/tunisie/2025/01/09/drogue-en-milieu-scolaire-un-reseau-de-trafic-demantele-a-la-marsa/
Le Kram : Un délinquant et son épouse arrêtés pour trafic de drogue;1;Kram, Tunis, drogue|Tunis|Tunisie;09/01/2025;https://kapitalis.com/tunisie/2025/01/09/le-kram-un-delinquant-et-son-epouse-arretes-pour-trafic-de-drogue/
Trafic de cannabis & de cocaïne : Un dealer arrêté à la Marsa;1;Tunis, Marsa;07/01/2025;https://kapitalis.com/tunisie/2025/01/07/trafic-de-cannabis-de-cocaine-un-dealer-arrete-a-la-marsa/
Condamné à 32 ans pour trafic de drogue, un délinquant arrêté à Kasserine;1;Kasserine;06/01/2025;https://kapitalis.com/tunisie/2025/01/06/condamne-a-32-ans-pour-trafic-de-drogue-un-delinquant-arrete-a-kasserine/
Nabeul : Un gardien commet un braquage dans le magasin qui l’emploie;3;Cagoulé, Nabeul;04/01/2025;https://kapitalis.com/tunisie/2025/01/04/nabeul-un-gardien-commet-un-braquage-dans-le-magasin-qui-lemploie/
Un dealer recherché pour meurtre arrêté à Moknine;1;Monastir, Moknine;02/01/2025;https://kapitalis.com/tunisie/2025/01/02/un-dealer-recherche-pour-meurtre-arrete-a-moknine/
Trafic de drogue : Saisie de 3.5 kg de cocaïne à Tunis;1;Tunis, gouvernorat de la Manouba, Aïn Zaghouan;25/12/2024;https://kapitalis.com/tunisie/2024/12/25/trafic-de-drogue-saisie-de-3-5-kg-de-cocaine-a-tunis/
Un dealer de cocaïne arrêté en flagrant délit à Moknine;1;Moknine;25/12/2024;https://kapitalis.com/tunisie/2024/12/25/un-dealer-de-cocaine-arrete-en-flagrant-delit-a-moknine/
Tunisie : démantèlement d’un réseau de trafic de drogue à l’Ariana;1;Tunis, Mosaïque FM, Tunisie, Ariana, Ettadhamen;22/12/2024;https://kapitalis.com/tunisie/2024/12/22/tunisie-demantelement-dun-reseau-de-trafic-de-drogue-a-lariana/
Vaste opération sécuritaire à Nabeul et à Zaghouan : 451 suspects arrêtés;1;Zaghouan, département de l’Intérieur, Nabeul, Intérieur|Nabeul|opération;22/12/2024;https://kapitalis.com/tunisie/2024/12/22/vaste-operation-securitaire-a-nabeul-et-a-zaghouan-451-suspects-arretes/
Cocaïne et ecstasy à Gafsa : Trois trafiquants arrêtés;1;Gafsa;21/12/2024;https://kapitalis.com/tunisie/2024/12/21/cocaine-et-ecstasy-a-gafsa-trois-trafiquants-arretes/
El-Manar : Une femme arrêtée pour trafic de cocaïne;1;El-Manar, El-Manar 2;20/12/2024;https://kapitalis.com/tunisie/2024/12/20/el-manar-une-femme-arretee-pour-trafic-de-cocaine/
Trafic de drogue : Deux femmes et deux hommes arrêtés à Sousse;1;Sousse;20/12/2024;https://kapitalis.com/tunisie/2024/12/20/trafic-de-drogue-a-sousse-deux-femmes-et-deux-hommes-arretes/
Kef : Un homme et son épouse mortellement poignardés à Sakiet Sidi Youssef;2;Mosaïque FM, Haouami, Sakiet Sidi Youssef homicide|Kef|meurtre|Sakiet Sidi Youssef|Tunisie, Kef, Sakiet Sidi Youssef;17/12/2024;https://kapitalis.com/tunisie/2024/12/17/kef-un-homme-et-son-epouse-mortellement-poignardes-a-sakiet-sidi-youssef/
Trafic de drogue à l’Ariana : 4 Subsahariens arrêtés à Borj Louzir;1;Tunis, Borj Louzir, Subsahariens, Ariana-nord, Ariana;16/12/2024;https://kapitalis.com/tunisie/2024/12/16/trafic-de-drogue-a-lariana-4-subsahariens-arretes-a-borj-louzir/
El-Mourouj : 440 plaquettes de cannabis saisies chez un dealer;1;Tunis, El-Mourouj, El-Mourouj 2;13/12/2024;https://kapitalis.com/tunisie/2024/12/13/el-mourouj-440-plaquettes-de-cannabis-saisies-chez-un-dealer/
Trafic de cocaïne à Sousse : Un couple et son complice arrêtés;1;Sousse, El-Gorjani;13/12/2024;https://kapitalis.com/tunisie/2024/12/13/trafic-de-cocaine-a-sousse-un-couple-et-son-complice-arretes/
Deux dealers arrêtés en possession de drogues à Sfax;1;Sfax;12/12/2024;https://kapitalis.com/tunisie/2024/12/12/deux-dealers-arretes-en-possession-de-drogues-a-sfax/
La Marsa : Drogues et armes blanches saisies chez un dealer;1;Tunis, Marsa;10/12/2024;https://kapitalis.com/tunisie/2024/12/10/la-marsa-drogues-et-armes-blanches-saisies-chez-un-dealer/
Tunis : saisie d’un kilo de cocaïne dans une maison au Bardo;1;Tunis, Bardo, Ariana, Grand-Tunis, Khaled, Manouba, Ettadhamen;09/12/2024;https://kapitalis.com/tunisie/2024/12/09/tunis-saisie-dun-kilo-de-cocaine-dans-une-maison-au-bardo/
Tunisie : un joueur de football placé en garde-à-vue pour détention de stupéfiant;1;Mosaïque FM, Tunisie;02/12/2024;https://kapitalis.com/tunisie/2024/12/02/tunisie-un-joueur-de-football-place-en-garde-a-vue-pour-detention-de-stupefiant/
Drogues et armes blanches saisies au Kram : Quatre dealers arrêtés;1;Kram, Tunis;28/11/2024;https://kapitalis.com/tunisie/2024/11/28/drogues-et-armes-blanches-saisies-au-kram-quatre-dealers-arretes/
Tunisie: 321 individus impliqués dans le trafic de drogue arrêtés à Bizerte et Béja;1;Bizerte, Béja, Tunisie, Béja Beja|Bizerte|cannabis|psychotropes|trafic;23/11/2024;https://kapitalis.com/tunisie/2024/11/23/tunisie-321-individus-impliques-dans-le-trafic-de-drogue-arretes-entre-bizerte-et-beja/
Série de braquages de taxis : Les suspects arrêtés à Jebel Lahmar;1;Jebel Lahmar, El-Omrane, Tunis;22/11/2024;https://kapitalis.com/tunisie/2024/11/22/serie-de-braquages-de-taxis-les-suspects-arretes-a-jebel-lahmar/
Ariana : Cocaïne, cannabis et trafic de devises à la Cité Ghazela;1;Ariana, Cité Ghazela Ariana|cannabis|Cité Ghazela|cocaïne|dealer|devises|trafic|Tunisie, Cité Ghazela, El-Gorjani;21/11/2024;https://kapitalis.com/tunisie/2024/11/21/ariana-cocaine-cannabis-et-trafic-de-devises-a-la-cite-ghazela/
Abdellatif Mekki agressé et brûlé au visage : Avis de recherche émis contre les suspects;4;Tunis, El Ouardia, Mosaïque FM, Sidi Béchir;20/11/2024;https://kapitalis.com/tunisie/2024/11/20/abdellatif-mekki-agresse-et-brule-au-visage-avis-de-recherche-emis-contre-les-suspects/
Démantèlement d’un réseau de trafic de drogue opérant dans le Grand-Tunis (Vidéo);1;Ksar Said, cannabis|drogue|Ecstasy|Grand-Tunis|marijuana|réseau|trafic|Tunisie, Grand-Tunis, Vidéo;19/11/2024;https://kapitalis.com/tunisie/2024/11/19/demantelement-dun-reseau-de-trafic-de-drogue-operant-dans-le-grand-tunis-video/
Drame à Nabeul : Un propriétaire tué par son locataire suite à un différend sur le loyer;2;Nabeul, gouvernorat de;19/11/2024;https://kapitalis.com/tunisie/2024/11/19/drame-a-nabeul-un-proprietaire-tue-par-son-locataire-suite-a-un-differend-sur-le-loyer/
Cocaïne, héroïne et stupéfiants à la Manouba : Un réseau de trafic démantelé;1;Khaled, Manouba;15/11/2024;https://kapitalis.com/tunisie/2024/11/15/cocaine-heroine-et-stupefiants-a-la-manouba-un-reseau-de-trafic-demantele/
Trafic de drogue à Djerba : Un étranger et son complice tunisien placés en détention;1;Ajim, Djerba, Tunisien, aéroport international de Djerba-Zarzis;14/11/2024;https://kapitalis.com/tunisie/2024/11/14/trafic-de-drogue-a-djerba-un-etranger-et-son-complice-tunisien-places-en-detention/
La Marsa : Arrestation du chauffeur de taxi qui a agressé deux élèves;4;Tunis, Marsa, Cité Erriadh de La Marsa;13/11/2024;https://kapitalis.com/tunisie/2024/11/13/la-marsa-arrestation-du-chauffeur-de-taxi-qui-a-agresse-deux-eleves/
Tunisie : 30 ans de prison pour une dispute de la circulation;2;Tunis, Tunisie;04/11/2024;https://kapitalis.com/tunisie/2024/11/04/tunisie-30-ans-de-prison-pour-une-dispute-de-la-circulation/
Tunisie : 700 personnes recherchées arrêtées en 40 jours;1;Mamacha|psychotropes|stupéfiants|trafiquants|Tunisie, Grand Tunis, Tunisie, àMosaïque FM;25/10/2024;https://kapitalis.com/tunisie/2024/10/25/tunisie-700-personnes-recherchees-arretees-en-40-jours/
